Timestamp,در کدام محدوده سنی هستید؟,جنسیت,خودتون رو متعلق به کدوم استان می دونین؟ بچه کجایین؟ (:,استان محل کار,چند سال تجربه کار تمام وقت دارید؟,آخرین وضعیت تحصیلی,چه مدارک بین المللی ای اخذ کرده اید,چند ساعت در هفته برای یادگیری تکنولوژی‌ها، زبان ها و ... جدید وقت می گذارید؟,چند ساعت در هفته برای پروژه‌های غیرکاری ولی مرتبط با حوزه کاری خود (برنامه نویسی، وبلاگنویسی، گزارش باگ، ...) وقت می گذارید؟,در سه ماه گذشته چند کتاب خوانده اید؟,زبان‌های برنامه‌نویسی مورد استفاده شما در پروژه‌ها کدامند؟,به جز زبان‌های فعلی‌تان، دوست دارید با چه زبان برنامه ای نویسی کار کنید؟,دیتابیس‌های مورد استفاده,سیستم عامل رومیزی شما کدام است؟,سیستم عامل سرور مورد علاقه شما,و وقتی صحبت از تلفن همراه باشد...,در چه محیطی برنامه نویسی می‌کنید,تم آی دی ای,از چه سورس کنترلی استفاده می کنید؟,تب یا اسپیس؟,نوشیدنی‌های اصلی شما چیست؟,کدام‌ها در مورد شما صدق می‌کند,به طور معمول چند دیوایس دیجیتال با خودتان حمل می کنید (شامل لپ تاپ، پخش کننده موزیک، موبایل،‌ کتابخوان، ...),حوزه کاری شما چیست,نوع شرکت شما کدام است؟,تعداد مجموع کارمندان شرکت (در صورتی که انفرادی کار می کنید: 1),متوسط درآمد ماهیانه شما (به تومان),محل کار چه خدماتی بیشتر از حقوق ارائه می دهد,چگونه کار می کنید؟,شیوه کار شما کدام است؟,در صورتی که ساعتی کار می کنید، حقوق ساعتی شما چقدر است؟ (تومان),چقدر از کاری که انتخاب کرده اید راضی هستید؟,آیا نکته ای هست که بخواهید اضافه کنید؟ بنویسید...,تیپ ,تغییر در بدن؟,سبک موسیقی,وضعیت رابطه,از کدام تکنولوزی ها استفاده می کنید,سبک لباس
2/23/2016 14:17:50,۲۳ تا ۲۹,مرد,اصفهان,اصفهان,یک تا سه سال,لیسانس,,بیشتر از چهارده ساعت,هفت تا چهارده ساعت,یک,"Java, Javascript","Swift, Go, Bash","MongoDB, Other NoSQLs (couch, raven, ...)",OS X,"Linux CentOS, Linux Debian",iOS,"اتم, محصولات جت برین",تیره,گیت,تب,"چای, آب",حداقل یک روز در میان دوش می گیرم,3,"توسعه دهنده بک اند, نوسعه دهنده موبایل",استارتاپ,2,یک تا دو میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,بین ده تا بیست و پنج,5,,,,,,,
2/23/2016 14:18:28,۳۰ تا ۳۹,مرد,فارس,تهران,سه تا هفت سال,کاردانی,,صفر,هفت تا چهارده ساعت,یک,"Java, PHP",Javascript,"MySQL/MariaDB, sqlite",Windows 8,Windows Server 2003,Android,محصولات جت برین,روشن,سی وی اس,اسپیس,"نوشابه, انواع ماء الشعیر","سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",1,نوسعه دهنده موبایل,شرکت های تولید نرم افزار,15,دو تا سه و نیم میلیون,قهوه،‌ چای و ... رایگان,تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,4,,,,,,,
2/23/2016 14:19:02,۱۸ تا ۲۲,مرد,تهران,تهران,یک تا سه سال,دیپلم,,هفت تا چهارده ساعت,هفت تا چهارده ساعت,هیچ,Java,"C++, Python, SQL, Groovy",MySQL/MariaDB,Windows 8,Linux Ubuntu,Android,محصولات اکلیپس,گاهی روشن گاهی تیره,,تب,چای,در رابطه نیستم ولی دوست داشتم بودم,1,توسعه دهنده بک اند,استارتاپ,1,زیر یک میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,,5,اینکه مدرک تحصیلی تا چه حد برای برنامه نویسان مهم است. آیا بیشتر مدرک تحصیلی مهم است یا تخصص؟,,,,,,
2/23/2016 14:20:03,۲۳ تا ۲۹,مرد,تهران,تهران,یک تا سه سال,در حال تحصیل در فوق لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,"Python, Objective C","C++, Erlang","sqlite, MongoDB, Redis, Other NoSQLs (couch, raven, ...)",OS X,Linux Debian,iOS,"ایکس کد, محصولات جت برین",تیره,گیت,تب,"چای, قهوه, انرژی زا, آب","بیشتر از یک نخ در روز سیگار می کشم, حداقل یک روز در میان دوش می گیرم",3,"توسعه دهنده بک اند, نوسعه دهنده موبایل",شرکت های تولید نرم افزار,20,سه و نیم تا پنج میلیون,"باشگاه ورزشی داخل شرکت, قهوه،‌ چای و ... رایگان, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,,,,,,,
2/23/2016 14:20:11,۳۰ تا ۳۹,زن,مازندران,تهران,یک تا سه سال,لیسانس,"Network (CCNA, MCSE, MCITP, ...)",هفت تا چهارده ساعت,بیشتر از چهارده ساعت,دو یا سه,"Java, PHP, Javascript, SQL",Swift,MySQL/MariaDB,"Windows 10, OS X",Windows Server 2012,iOS,"سابلایم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت)",تیره,گیت,تب,چای,,2,"طراح, مدیر شرکت / پروژه / ...",استارتاپ,4,دو تا سه و نیم میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, کارت هدیه و کارت خرید, آموزش خارج از شرکت, برگزاری مراسم و تولدها در داخل شرکت",تمام وقت خصوصی,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,5,,,,,,,
2/23/2016 14:20:12,۳۰ تا ۳۹,مرد,تهران,تهران,هفت تا پانزده سال,لیسانس,,کمتر از دو ساعت,صفر,بیشتر از شش,"Java, PHP, Javascript, Bash","C, C++, Python","MySQL/MariaDB, Postgresql, MongoDB, Redis",Linux Ubuntu,Linux Ubuntu,Android,محصولات جت برین,روشن,گیت,تب,"چای, انواع ماء الشعیر, نوشیدنی‌های الکلی","بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",2,توسعه دهنده بک اند,شرکت های تولید نرم افزار,30,هفت تا ده میلیون,"قهوه،‌ چای و ... رایگان, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,3,,,,,,,
2/23/2016 14:21:25,۲۳ تا ۲۹,مرد,اصفهان,اصفهان,سه تا هفت سال,فوق لیسانس,"Network (CCNA, MCSE, MCITP, ...), Linux (LPIC, ...)",هفت تا چهارده ساعت,بیشتر از چهارده ساعت,یک,"Java, Python, PHP, Bash",Java,MongoDB,Linux Ubuntu,"Linux Debian, Linux Ubuntu, Linux ( Other )",Android,سابلایم,تیره,گیت,تب,"چای, آب",حداقل یک روز در میان دوش می گیرم,2,"توسعه دهنده بک اند, نوسعه دهنده موبایل, مدیر سیستم, شبکه",شرکت های تولید نرم افزار,10,سه و نیم تا پنج میلیون,,پروژه ای با شرکت‌ها,دورکاری کامل,ساعتی کار نمی کنم,5,پرسشنامه خوبی بود لطفا نتایج را هم منتشر کنید,,,,,,
2/23/2016 14:21:33,۱۸ تا ۲۲,مرد,تهران,تهران,زیر یکسال,لیسانس,"Network (CCNA, MCSE, MCITP, ...), Linux (LPIC, ...), Windows (MCP, ...), Security (CEH, MTA, ...), Programming Languages (Java, MCP, ..), DB (Oracle, ..)",دو تا هفت ساعت,بیشتر از چهارده ساعت,یک,"Python, Matlab, Bash",Go,"Postgresql, MongoDB, Redis",Linux Ubuntu,"Linux Debian, Linux Ubuntu",Android,"سابلایم, vim",تیره,گیت,تب,"چای, قهوه","بیشتر از سه بار در هفته ورزش می کنم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده بک اند, مدیر سیستم, مدیر دیتابیس, دانشمند داده",استارتاپ,2,دو تا سه و نیم میلیون,,پروژه ای با شرکت‌ها,اکثر مواقع دورکاری و گاهی به دفتر می روم,بین ده تا بیست و پنج,4,,,,,,,
2/23/2016 14:21:46,۳۰ تا ۳۹,مرد,سمنان,تهران,هفت تا پانزده سال,دیپلم,,دو تا هفت ساعت,کمتر از دو ساعت,هیچ,"PHP, Javascript",Swift,MongoDB,OS X,Linux CentOS,iOS,سابلایم,تیره,گیت,تب,آب,حداقل یک روز در میان دوش می گیرم,5,"توسعه دهنده فرانت اند, طراح",شرکت های تولید نرم افزار,60,پنج تا هفت میلیون,"قهوه،‌ چای و ... رایگان, بیمه",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین بیست و پنج تا پنجاه,4,,,,,,,
2/23/2016 14:22:02,۳۰ تا ۳۹,مرد,تهران,تهران,هفت تا پانزده سال,فوق لیسانس,"Management (PMP, SCRUM, ITIL, ...), Security (CEH, MTA, ...)",دو تا هفت ساعت,دو تا هفت ساعت,سه تا شش,"Python, PHP, Ruby, Bash","R, Scala, Go","MySQL/MariaDB, Postgresql, Redis","Windows 10, Linux Ubuntu","Linux RedHat, Linux Ubuntu, BSDs",Android,"سابلایم, براکت, ویم",تیره,گیت,تب,"قهوه, دمنوش‌های متنوع, انرژی زا",حداقل یک روز در میان دوش می گیرم,,"امنیت, مدیر شرکت / پروژه / ...",شرکت های ارائه دهنده سرویس های مختلف,300,بالای ده,"قهوه،‌ چای و ... رایگان, کارت هدیه و کارت خرید, برگزاری مراسم و تولدها در داخل شرکت, لپ تاپ, تلفن همراه, هزینه های تلفن همراه, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,,,,,,,
2/23/2016 14:22:45,۲۳ تا ۲۹,مرد,مازندران,مازندران,سه تا هفت سال,فوق لیسانس,,کمتر از دو ساعت,صفر,هیچ,"Java, C++","PHP, Objective C","Oracle, Postgresql, sqlite, Redis","Windows XP, Linux Debian",Linux Debian,Android,"ویم, محصولات اکلیپس",تیره,گیت,تب,"چای, قهوه, دمنوش‌های متنوع",سیاست برایم مهم است,,"نوسعه دهنده موبایل, توسعه دهنده دسکتاپ, طراح, مستند سازی, تست کننده",شرکت های تولید نرم افزار,11,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, بیمه, بیمه تکمیلی",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,زیر ده هزار,2,,,,,,,
2/23/2016 14:24:00,۲۳ تا ۲۹,مرد,تهران,تهران,زیر یکسال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,یک,"C++, C#, SQL","Python, Swift, Go",MS-SQL,"Windows 10, OS X","Windows Server 2012, Windows Server 2016",iOS,ویژوال استودیو,تیره,گیت,تب,"چای, انرژی زا, انواع ماء الشعیر, آب","بیشتر از سه بار در هفته ورزش می کنم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده بک اند, توسعه دهنده دسکتاپ",استارتاپ,10,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, هیچ چیزی! افتضاحه! به زودی ترکش میکنم!",نیمه وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,2,امیدوارم وضعیت شغلی بهتر بشه! خود من هم به زودی شرکتی که هستم را به مقصد شرکتی با نظم و دیسیپلین بهتر و مدیریت با عرضه ترک میکنم,,,,,,
2/23/2016 14:24:26,۲۳ تا ۲۹,مرد,البرز,تهران,یک تا سه سال,کاردانی,"Network (CCNA, MCSE, MCITP, ...), Programming Languages (Java, MCP, ..), DB (Oracle, ..)",هفت تا چهارده ساعت,هفت تا چهارده ساعت,هیچ,"Java, C, C++, SQL, xml","C++, Javascript, Swift, R",sqlite,Linux Ubuntu,Linux Ubuntu,Android,محصولات جت برین,تیره,گیت,تب,"چای, قهوه, نوشابه, آب","بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",5,نوسعه دهنده موبایل,شرکت های ارائه دهنده سرویس های مختلف,20,دو تا سه و نیم میلیون,"بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,5,,,,,,,
2/23/2016 14:24:52,۲۳ تا ۲۹,مرد,تهران,تهران,یک تا سه سال,در حال تحصیل در فوق لیسانس,"Linux (LPIC, ...)",بیشتر از چهارده ساعت,هفت تا چهارده ساعت,دو یا سه,"PHP, Javascript, SQL, Groovy, Bash","Java, Scala, Go","MySQL/MariaDB, MongoDB, Redis, Other NoSQLs (couch, raven, ...), Elasticsearch",OS X,Linux Ubuntu,Android,"محصولات جت برین, ویم",تیره,گیت,اسپیس,"چای, انواع ماء الشعیر, آب",حداقل یک روز در میان دوش می گیرم,4,"توسعه دهنده بک اند, طراح, معمار نرم‌افزار",استارتاپ,3,سه و نیم تا پنج میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,4,,,,,,,
2/23/2016 14:25:41,۳۰ تا ۳۹,مرد,گیلان,گیلان,سه تا هفت سال,لیسانس,,کمتر از دو ساعت,کمتر از دو ساعت,هیچ,"PHP, Javascript, Delphi / Pascal, SQL","C++, Python",MS-SQL,"Windows 7, Windows 8, Linux Ubuntu, Linux (other)",Linux Ubuntu,Android,"اتم, Delphi XE3",تیره,استفاده نمی کنم,تب,"چای, قهوه, انواع ماء الشعیر","حیوان خانگی دارم, حداقل یک روز در میان دوش می گیرم",1,"توسعه دهنده بک اند, توسعه دهنده دسکتاپ, تست کننده, تحقیق و توسعه شرکت تولیدی اگزوز! فانه نه؟! :D",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),70,زیر یک میلیون,"قهوه،‌ چای و ... رایگان, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,3,مدرک مهندسی برق و الکترونیک دارم، ولی بخاطر علاقه‌م به برنامه نویسی اون رو آماتوری از سالها قبل یاد گرفتم. در این شرکت برای طراحی نرم‌افزار برنامه‌ریزی تولید کار میکنم و نرم‌افزار رو به مرحله اجرا رسوندم. پیش خودمون بمونه، در کنارش یک استارت‌آپ کوچیک هم دارم! و دارم براش از بیس سایت مینویسم. وضع حقوق هم در شمال که خودتون بهتر میدونید. دیگه گفتن نداره! :|,,,,,,
2/23/2016 14:26:08,۱۸ تا ۲۲,مرد,هرمزگان,هرمزگان,یک تا سه سال,در حال تحصیل در دوره لیسانس,,هفت تا چهارده ساعت,هفت تا چهارده ساعت,دو یا سه,"Java, PHP, SQL","Python, Ruby, Swift","Hadoop Based technoloties, MongoDB, Other NoSQLs (couch, raven, ...)",Windows 10,Linux CentOS,Android,"سابلایم, محصولات جت برین",تیره,گیت,تفاوتی ندارد,"چای, انرژی زا, انواع ماء الشعیر, آب","سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم",2,"نوسعه دهنده موبایل, طراح",استارتاپ,4,زیر یک میلیون,,پروژه ای با شرکت‌ها,اکثر مواقع دورکاری و گاهی به دفتر می روم,ساعتی کار نمی کنم,3,,,,,,,
2/23/2016 14:27:30,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,,کمتر از دو ساعت,دو تا هفت ساعت,هیچ,"C#, Javascript, Objective C","C++, Ruby, Go",MS-SQL,Windows 8,"Windows Server 2012, Windows Server 2016, Linux Ubuntu",Android,"ویژوال استودیو, سابلایم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), ایکس کد, محصولات جت برین",تیره,"گیت, تی اف اس",تب,"چای, قهوه, آب",حداقل یک روز در میان دوش می گیرم,2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, تحلیلگر",بخش دولتی,200,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, پاداش بر اساس نتایج, بیمه",تمام وقت دولتی با استخدام غیردائم,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,3,,,,,,,
