Timestamp,در کدام محدوده سنی هستید؟,جنسیت,خودتون رو متعلق به کدوم استان می دونین؟ بچه کجایین؟ (:,استان محل کار,چند سال تجربه کار تمام وقت دارید؟,آخرین وضعیت تحصیلی,چه مدارک بین المللی ای اخذ کرده اید,چند ساعت در هفته برای یادگیری تکنولوژی‌ها، زبان ها و ... جدید وقت می گذارید؟,چند ساعت در هفته برای پروژه‌های غیرکاری ولی مرتبط با حوزه کاری خود (برنامه نویسی، وبلاگنویسی، گزارش باگ، ...) وقت می گذارید؟,در سه ماه گذشته چند کتاب خوانده اید؟,زبان‌های برنامه‌نویسی مورد استفاده شما در پروژه‌ها کدامند؟,به جز زبان‌های فعلی‌تان، دوست دارید با چه زبان برنامه ای نویسی کار کنید؟,دیتابیس‌های مورد استفاده,سیستم عامل رومیزی شما کدام است؟,سیستم عامل سرور مورد علاقه شما,و وقتی صحبت از تلفن همراه باشد...,در چه محیطی برنامه نویسی می‌کنید,تم آی دی ای,از چه سورس کنترلی استفاده می کنید؟,از کدام تکنولوزی ها استفاده می کنید,تب یا اسپیس؟,نوشیدنی‌های اصلی شما چیست؟,تیپ ,تغییر در بدن؟,کدام‌ها در مورد شما صدق می‌کند,سبک موسیقی,وضعیت رابطه,به طور معمول چند دیوایس دیجیتال با خودتان حمل می کنید (شامل لپ تاپ، پخش کننده موزیک، موبایل،‌ کتابخوان، ...),حوزه کاری شما چیست,نوع شرکت شما کدام است؟,تعداد مجموع کارمندان شرکت (در صورتی که انفرادی کار می کنید: 1),متوسط درآمد ماهیانه شما (به تومان),محل کار چه خدماتی بیشتر از حقوق ارائه می دهد,چگونه کار می کنید؟,شیوه کار شما کدام است؟,در صورتی که ساعتی کار می کنید، حقوق ساعتی شما چقدر است؟ (تومان),چقدر از کاری که انتخاب کرده اید راضی هستید؟,آیا نکته ای هست که بخواهید اضافه کنید؟ بنویسید...
3/6/2017 16:29:29,۱۸ تا ۲۲,مرد,اردبیل,تهران,زیر یکسال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,یک,"Java, C#, PHP, Javascript, SQL, Bash, lua",Python,"MySQL/MariaDB, sqlite","Windows 10, Linux Ubuntu","Linux CentOS, Linux Ubuntu",Android,محصولات جت برین,تیره,اس وی ان,"سورس کنترل, بیلد سیستم ها",تب,"چای, قهوه, انرژی زا, نوشابه, انواع ماء الشعیر, آب","تی شرت, جین, پیرهن مردونه, رسمی, ساعت می بندم",,حداقل یک روز در میان دوش می گیرم,"پاپ ایرانی, پاپ خارجی, راک",با پارتنر دائم,4,"توسعه دهنده فول استک وب, توسعه دهنده موبایل, سیستم های درونساز, تحلیلگر, مدیر شرکت / پروژه / ...","شرکت های تولید نرم افزار, استارتاپ",9,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, بیمه",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین ده تا بیست و پنج,4,
3/6/2017 16:29:49,۲۳ تا ۲۹,مرد,تهران,تهران,یک تا سه سال,لیسانس,CIW,دو تا هفت ساعت,کمتر از دو ساعت,یک,"PHP, Javascript","Java, Swift","MySQL/MariaDB, MongoDB, Redis",OS X,Windows Server 2008,iOS,محصولات جت برین,تیره,گیت,"سورس کنترل, بیلد سیستم ها",تب,قهوه,"تی شرت, روشن, گجت پوشیدنی دارم (ساعت هوشمند، ...), ساعت می بندم, اسپورت",,"بیشتر از سه بار در هفته ورزش می کنم, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","کلاسیک, سنتی, پاپ ایرانی",بدون رابطه ولی علاقمند به شروع رابطه,4,توسعه دهنده بک اند,استارتاپ,20,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,3,khoda ghovat delavar
3/6/2017 16:30:31,۲۳ تا ۲۹,مرد,آذربایجان شرقی,آذربایجان شرقی,یک تا سه سال,لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,یک,"PHP, Javascript","Python, Javascript, Swift, Go",MySQL/MariaDB,Linux Ubuntu,Linux Debian,Android,"سابلایم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت)",تیره,گیت,,تفاوتی ندارد,"چای, آب","تی شرت, جین, پیرهن مردونه, تیره, اسپورت",,"بیشتر از یک نخ در روز سیگار می کشم, حیوان خانگی دارم, سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم","کلاسیک, سنتی, پاپ خارجی, راک, بلوز, کانتری",بدون رابطه ولی علاقمند به شروع رابطه,2,توسعه دهنده فول استک وب,"شرکت های تولید نرم افزار, تولید مستقل محصول و فروش در سایت ها و پلتفرمها",3,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,,4,
3/6/2017 16:31:09,زیر ۱۸ سال,مرد,تهران,تهران,زیر یکسال,در حال تحصیل در دبیرستان یا پایینتر,"Programming Languages (Java, MCP, ..)",بیشتر از چهارده ساعت,دو تا هفت ساعت,سه تا شش,"C#, Python, Javascript, SQL","Java, C++, Delphi / Pascal, Ruby","MS-SQL, sqlite",Windows 10,Windows Server 2016,iOS,"ویژوال استودیو, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت)",تیره,گیت,"سورس کنترل, تست های خودکار, بیگ دیتا",تب,"قهوه, نوشابه, آب","تی شرت, جین, تیره, اسپورت",,"بیشتر از سه بار در هفته ورزش می کنم, در رابطه نیستم ولی دوست داشتم بودم","پاپ ایرانی, پاپ خارجی, رپ",با پارتنر دائم,2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند",,1,یک تا دو میلیون,,پروژه ای مستقل,دورکاری کامل,ساعتی کار نمی کنم,5,
3/6/2017 16:31:12,۲۳ تا ۲۹,مرد,تهران,تهران,زیر یکسال,لیسانس,,بیشتر از چهارده ساعت,دو تا هفت ساعت,یک,"Java, C#, Javascript, Bash",Python,"MySQL/MariaDB, MongoDB","Windows 10, Linux Ubuntu",Linux CentOS,Android,"ویژوال استودیو, سابلایم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات جت برین, ویم",تیره,گیت,"سورس کنترل, بیلد سیستم ها, تست های خودکار",تب,"چای, انواع ماء الشعیر","تی شرت, جین, پیرهن مردونه, اسپورت",,"بیشتر از یک نخ در روز سیگار می کشم, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","کلاسیک, پاپ خارجی, متال, راک, الکترونیک دنس",رابطه های نا پایدار,2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده موبایل, توسعه دهنده دسکتاپ, توسعه دهنده فرانت اند, تست کننده","شرکت های تولید نرم افزار, استارتاپ",5,یک تا دو میلیون,قهوه،‌ چای و ... رایگان,تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین ده تا بیست و پنج,5,
3/6/2017 16:31:40,۳۰ تا ۳۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,سه تا شش,"C#, SQL","Java, Python, Ruby, Scala",MS-SQL,"Windows 10, Linux Ubuntu, Linux Fedora","Windows Server 2003, Windows Server 2008, Windows Server 2012",Android,"ویژوال استودیو, اتم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), Idea",تیره,"گیت, تی اف اس",,تب,"چای, قهوه, آب","تی شرت, جین, پیرهن مردونه, ساعت می بندم, اسپورت",,"بیشتر از یک نخ در روز سیگار می کشم, بیشتر از سه بار در هفته ورزش می کنم, حداقل یک روز در میان دوش می گیرم","کلاسیک, سنتی, پاپ ایرانی, پاپ خارجی, متال, راک, بلوز",ازدواج کرده ام,2,"توسعه دهنده فول استک وب, مدیر شرکت / پروژه / ...",شرکت های تولید نرم افزار,10,سه و نیم تا پنج میلیون,"قهوه،‌ چای و ... رایگان, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,4,
3/6/2017 16:31:52,۳۰ تا ۳۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,دو یا سه,"C, C++, Python",Go,No Database,"Linux Ubuntu, Linux Arch",Linux Ubuntu,Android,ایمکس,تیره,گیت,"سورس کنترل, کانتینرها, بیلد سیستم ها, تست های خودکار",اسپیس,چای,"تی شرت, جین",,بیشتر از یک نخ در روز سیگار می کشم,"کلاسیک, راک",ازدواج کرده ام,2,برنامه‌نویس تجهیزات شبکه,شرکت های تولید نرم افزار,60,هفت تا ده میلیون,"باشگاه ورزشی داخل شرکت, عضویت باشگاه های ورزشی یا هزینه ورزش, ناهار رایگان, قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,
3/6/2017 16:31:56,۳۰ تا ۳۹,مرد,اصفهان,اصفهان,سه تا هفت سال,لیسانس,,کمتر از دو ساعت,کمتر از دو ساعت,دو یا سه,"Java, Python, Bash","R, Go","MySQL/MariaDB, sqlite",Linux Ubuntu,Linux Debian,Android,"سابلایم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات جت برین",تیره,گیت,سورس کنترل,تب,"چای, قهوه","کت و شلوار, رسمی",,"بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم","کلاسیک, پاپ خارجی, راک, کانتری",رابطه های نا پایدار,1,"توسعه دهنده موبایل, توسعه دهنده دسکتاپ, سیستم های درونساز","استارتاپ, تولید مستقل محصول و فروش در سایت ها و پلتفرمها",3,پنج تا هفت میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, سفر، اردو، برنامه های تفریحی خارج شرکت به خرج شرکت, بیمه, بیمه تکمیلی",نیمه وقت خصوصی,اکثر مواقع دورکاری و گاهی به دفتر می روم,بین پنجاه تا صد,5,
3/6/2017 16:32:10,۱۸ تا ۲۲,مرد,هرمزگان,هرمزگان,یک تا سه سال,دیپلم,,دو تا هفت ساعت,کمتر از دو ساعت,هیچ,"Python, PHP, Javascript","Java, Ruby, Go",MySQL/MariaDB,Linux Ubuntu,Linux Ubuntu,Android,محصولات جت برین,تیره,گیت,"سورس کنترل, کلاود",تب,آب,تی شرت,,"سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم","متال, راک",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,1,"توسعه دهنده بک اند, توسعه دهنده فرانت اند",استارتاپ,1,زیر یک میلیون,,تمام وقت خصوصی,شخصی کار می کنم و در محل خودم,,5,خیلی کنجکاوم بدونم دیگر دوستان قصد سفر به کشور دیگری مثل آمریکا و ...  رو دارند یا خیر .
3/6/2017 16:32:11,۲۳ تا ۲۹,مرد,تهران,ریموت خارج از کشور,هفت تا پانزده سال,لیسانس,,دو تا هفت ساعت,هفت تا چهارده ساعت,هیچ,"Javascript, Go","Python, Go","MySQL/MariaDB, Postgresql, MongoDB, Redis",OS X,Linux CentOS,"Android, iOS",سابلایم,تیره,گیت,"سورس کنترل, بیلد سیستم ها, تست های خودکار",تب,"چای, قهوه","تی شرت, پیرهن مردونه, تیره, گجت پوشیدنی دارم (ساعت هوشمند، ...), ساعت می بندم",,حیوان خانگی دارم,"پاپ ایرانی, رپ, دامبول, کانتری",ازدواج کرده ام,3,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند, تحلیلگر","استارتاپ, شرکت های خارجی",15,ده تا سیزده,تلفن همراه,شرکت های خارجی,دورکاری کامل,ساعتی کار نمی کنم,5,
3/6/2017 16:33:04,۲۳ تا ۲۹,مرد,یزد,تهران,یک تا سه سال,فوق لیسانس,,کمتر از دو ساعت,صفر,یک,"C, PHP, SQL, Bash","Python, Go","MySQL/MariaDB, Redis","Windows 7, Linux Debian",Linux Debian,Android,"اتم, phpstorm",تیره,گیت,سورس کنترل,اسپیس,"قهوه, انواع ماء الشعیر, آب","تی شرت, جین, پیرهن مردونه, رنگی رنگی, اسپورت",,در رابطه نیستم ولی دوست داشتم بودم,کلاسیک,بدون رابطه ولی علاقمند به شروع رابطه,1,"توسعه دهنده بک اند, شبکه, طراح",استارتاپ,3,زیر یک میلیون,,تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,4,من سرباز هستم.
3/6/2017 16:34:16,۱۸ تا ۲۲,مرد,تهران,قزوین,زیر یکسال,دیپلم,,بیشتر از چهارده ساعت,هفت تا چهارده ساعت,هیچ,Javascript,"C, Ruby, Go","MySQL/MariaDB, Postgresql, MongoDB, Redis",Linux Ubuntu,Linux Ubuntu,"Android, iOS","ویژوال استودیو, اتم, محصولات جت برین",گاهی روشن گاهی تیره,گیت,"سورس کنترل, کانتینرها, بیلد سیستم ها, تست های خودکار",اسپیس,"چای, قهوه","تی شرت, پیرهن مردونه, اسپورت",,"حیوان خانگی دارم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم","متال, راک, رپ, الکترونیک دنس",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,3,توسعه دهنده فول استک وب,شرکت های ارائه دهنده سرویس های مختلف,30,زیر یک میلیون,"قهوه،‌ چای و ... رایگان, پاداش بر اساس نتایج",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,5,
3/6/2017 16:34:19,۱۸ تا ۲۲,مرد,خراسان رضوی,خراسان رضوی,یک تا سه سال,در حال تحصیل در دوره لیسانس,Fce,هفت تا چهارده ساعت,کمتر از دو ساعت,یک,"Java, C++","Python, PHP, Javascript",MS-SQL,"Windows 8, Linux Debian",Linux Ubuntu,Android,"ویژوال استودیو, سابلایم, اتم",تیره,گیت,"سورس کنترل, هوش مصنوعی",تب,قهوه,"تی شرت, جین, پیرهن مردونه, گجت پوشیدنی دارم (ساعت هوشمند، ...), ساعت می بندم, اسپورت",,"بیشتر از سه بار در هفته ورزش می کنم, سیاست برایم مهم است","پاپ خارجی, راک, الکترونیک دنس",با پارتنر دائم,3,"توسعه دهنده موبایل, طراح",تولید مستقل محصول و فروش در سایت ها و پلتفرمها,1,زیر یک میلیون,قهوه،‌ چای و ... رایگان,نیمه وقت خصوصی,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,3,
3/6/2017 16:34:30,۲۳ تا ۲۹,مرد,تهران,تهران,زیر یکسال,در حال تحصیل در فوق لیسانس,,کمتر از دو ساعت,کمتر از دو ساعت,یک,"Python, Javascript, SQL, Bash","Java, C, C++, Ruby, Swift, Scala, Go","MySQL/MariaDB, Postgresql, sqlite, MongoDB, Redis","Windows 7, Windows 8, Windows 10, Linux Ubuntu, Linux Debian, Linux (other)",Linux Ubuntu,Android,"ویژوال استودیو, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات جت برین",تیره,گیت,"سورس کنترل, کانتینرها, تست های خودکار",اسپیس,"چای, انواع ماء الشعیر, آب","تی شرت, جین, اسپورت",,"در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","کلاسیک, پاپ خارجی",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,1,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند, مستند سازی, تست کننده",استارتاپ,10,یک تا دو میلیون,بیمه,نیمه وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,3,
