"Timestamp","در کدام محدوده سنی هستید؟","جنسیت","خودتون رو متعلق به کدوم استان می دونین؟ بچه کجایین؟ (:","استان محل کار","چند سال تجربه کار تمام وقت دارید؟","آخرین وضعیت تحصیلی","چه مدارک بین المللی ای اخذ کرده اید","چند ساعت در هفته برای یادگیری تکنولوژی‌ها، زبان ها و ... جدید وقت می گذارید؟","بیشترین یادگیری شما در کجا اتفاق می افتد؟","چند ساعت در هفته برای پروژه‌های غیرکاری ولی مرتبط با حوزه کاری خود (برنامه نویسی، وبلاگنویسی، گزارش باگ، ...) وقت می گذارید؟","در سه ماه گذشته چند کتاب [غیردرسی] خوانده اید؟","زبان‌های برنامه‌نویسی مورد استفاده شما در پروژه‌ها کدامند؟","به جز زبان‌های فعلی‌تان، دوست دارید با چه زبان برنامه ای نویسی کار کنید؟","دیتابیس‌های مورد استفاده","سیستم عامل رومیزی شما کدام است؟","سیستم عامل سرور مورد علاقه شما","و وقتی صحبت از تلفن همراه باشد...","در چه محیطی برنامه نویسی می‌کنید","تم آی دی ای","از چه سورس کنترلی استفاده می کنید؟","از کدام تکنولوزی ها استفاده می کنید","کدام سرویس برای شما بسیار پر استفاده است؟","تب یا اسپیس؟","نوشیدنی‌های مورد علاقه شما چیست؟","تیپ ","تغییر در بدن؟","کدام‌ها در مورد شما صدق می‌کند","سبک موسیقی","وضعیت رابطه","به طور معمول چند دیوایس دیجیتال با خودتان حمل می کنید (شامل لپ تاپ، پخش کننده موزیک، موبایل،‌ کتابخوان، ...)","حوزه کاری شما چیست","نوع شرکت شما کدام است؟","تعداد مجموع کارمندان شرکت (در صورتی که انفرادی کار می کنید: 1)","متوسط درآمد ماهیانه شما (به تومان)","محل کار چه خدماتی بیشتر از حقوق ارائه می دهد","چگونه کار می کنید؟","شیوه کار شما کدام است؟","در صورتی که ساعتی کار می کنید، حقوق ساعتی شما چقدر است؟ (تومان)","چقدر از کاری که انتخاب کرده اید راضی هستید؟","آیا برنامه نویسی یا مدیریت سیستم‌ها شغل اصلی شماست؟"
"2018/02/13 3:23:21 PM GMT+4:30","۲۳ تا ۲۹","زن","گیلان","تهران","یک تا سه سال","در حال تحصیل در دوره لیسانس","","دو تا هفت ساعت","سایت‌های آموزش آنلاین خارجی;کتاب / خودآموزهای متنی;یادگیری از طریق انجام پروژه","کمتر از دو ساعت","دو یا سه","PHP;Javascript","Python;Ruby","sqlite;MongoDB","Linux Ubuntu","Linux Debian","Android","اتم","تیره","گیت","سورس کنترل;کانتینرها;بیلد سیستم ها","استک اورفلو","تب","قهوه;نوشیدنی‌های الکلی","تی شرت;جین","رنگ مو","بیشتر از یک نخ در روز سیگار می کشم;حداقل یک روز در میان دوش می گیرم;اهل فیلم و سریال هستم;طبیعت را دوست دارم","کلاسیک;متال;راک","ازدواج کرده ام","2","توسعه دهنده فرانت اند;طراح;تحلیلگر","شرکت های تولید نرم افزار;شرکت های پشتیبانی و دیگر خدمات نرم افزار","15","یک تا دو میلیون","قهوه،‌ چای و ... رایگان;بیمه","نیمه وقت خصوصی (شامل استارتاپ‌های جا افتاده)","تمام وقت‌های کاری را در دفتر هستم","بین ده تا بیست و پنج","4","بله"
"2018/02/13 3:24:09 PM GMT+4:30","۱۸ تا ۲۲","مرد","آذربایجان غربی","تهران","یک تا سه سال","لیسانس","","کمتر از دو ساعت","سایت‌های آموزش آنلاین خارجی;کتاب / خودآموزهای متنی","کمتر از دو ساعت","دو یا سه","Python;Bash","C;C++","MySQL/MariaDB;sqlite","Windows 10;Linux Debian","Linux Debian","Android","سابلایم;اتم","تیره","گیت","سورس کنترل;کلاود","استک اورفلو","تب","چای سبز;قهوه;آب","تی شرت;جین;روشن;گجت پوشیدنی دارم (ساعت هوشمند، ...)","","حداقل یک روز در میان دوش می گیرم;اهل فیلم و سریال هستم;طبیعت را دوست دارم","سنتی;پاپ خارجی;راک;کانتری","بدون رابطه ولی علاقمند به شروع رابطه","2","مدیر سیستم;شبکه;امنیت","شرکت های ارائه دهنده سرویس های مختلف","6","زیر یک میلیون","","نیمه وقت خصوصی (شامل استارتاپ‌های جا افتاده)","دورکاری کامل","بین ده تا بیست و پنج","3","بله"
"2018/02/13 3:26:06 PM GMT+4:30","۱۸ تا ۲۲","مرد","","بوشهر","یک تا سه سال","در حال تحصیل کاردانی","","دو تا هفت ساعت","سایت‌های آموزش آنلاین خارجی;سایت‌های آموزش آنلاین داخلی;کتاب / خودآموزهای متنی;ویدئوهای مستقل آموزشی;یادگیری از طریق انجام پروژه","بیشتر از چهارده ساعت","یک","C;C++;PHP","Java;Python;Javascript","sqlite","Windows 7;Linux Ubuntu","Linux Ubuntu","Android","qt","تیره","","","استک اورفلو","تب","قهوه;دمنوش‌های متنوع","شلوار جین-پوتین سربازی-آرو کت نیرو انتظامی","","مینیمالیست هستم و سعی می‌کنم زندگی را پیچیده نکنم;اهل فیلم و سریال هستم;طبیعت را دوست دارم","سنتی;پاپ ایرانی","با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام","1","توسعه دهنده دسکتاپ;تحلیلگر","تولید مستقل محصول و فروش در سایت ها و پلتفرمها","1","زیر یک میلیون","","پروژه ای مستقل","شخصی کار می کنم و در محل خودم","ساعتی کار نمی کنم","5","خیر"
"2018/02/13 3:27:49 PM GMT+4:30","۱۸ تا ۲۲","مرد","گیلان","گیلان","یک تا سه سال","دیپلم","","هفت تا چهارده ساعت","سایت‌های آموزش آنلاین خارجی;سایت‌های آموزش آنلاین داخلی;ویدئوهای مستقل آموزشی","کمتر از دو ساعت","هیچ","Python;PHP;Perl;Javascript;Ruby","Java;C;Go;Bash","MySQL/MariaDB","Linux Ubuntu","Linux RedHat","Android","ویم","تیره","گیت","سورس کنترل;کانتینرها;ویکی‌های مربوط به پروژه","استک اورفلو;فروم‌های ایرانی;تودولیست‌ها;تلگرام برای کنترل پروژه;اسلک","تب","قهوه;نوشیدنی‌های الکلی","تی شرت;جین;پیرهن مردونه;تیره;روشن;متفاوت از اکثریت","تتو","بیشتر از یک نخ در روز سیگار می کشم;سیاست برایم مهم است;در رابطه نیستم ولی دوست داشتم بودم;مینیمالیست هستم و سعی می‌کنم زندگی را پیچیده نکنم;اهل فیلم و سریال هستم;خودم رو گیک می دونم","کلاسیک;متال;راک;کانتری","با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام","2","توسعه دهنده بک اند;توسعه دهنده موبایل;مدیر سیستم;شبکه","استارتاپ","23","زیر یک میلیون","","استارتاپ خودم","شخصی کار می کنم و در محل خودم","ساعتی کار نمی کنم","4","بله"
"2018/02/13 3:28:18 PM GMT+4:30","۲۳ تا ۲۹","زن","مرکزی","تهران","زیر یکسال","لیسانس","","بیشتر از چهارده ساعت","سایت‌های آموزش آنلاین خارجی","صفر","یک","Java","Python","","Windows 10;Linux Ubuntu","Linux Ubuntu","Android","محصولات جت برین","تیره","گیت","کانتینرها","استک اورفلو;اسلک","هان؟","چای سیاه;قهوه;انواع ماء الشعیر;آب","شال;اسپورت","پیرسینگ گوش","سیاست برایم مهم است;حداقل یک روز در میان دوش می گیرم;مینیمالیست هستم و سعی می‌کنم زندگی را پیچیده نکنم;طبیعت را دوست دارم","سنتی;راک","با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام","2","توسعه دهنده بک اند","استارتاپ","7","یک تا دو میلیون","","نیمه وقت خصوصی (شامل استارتاپ‌های جا افتاده)","اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم","","3",""
"2018/02/13 3:28:31 PM GMT+4:30","۳۰ تا ۳۹","مرد","تهران","تهران","هفت تا پانزده سال","لیسانس","Network (CCNA, MCSE, MCITP, ...)","دو تا هفت ساعت","سایت‌های آموزش آنلاین خارجی","دو تا هفت ساعت","یک","C++;Python;Javascript;Bash","Perl;Ruby;Swift","MySQL/MariaDB;Postgresql;sqlite;MongoDB;Redis","OS X;Linux Ubuntu","Linux Ubuntu","Android;Dumb phones (1100, ...)","ویژوال استودیو;اتم;ویم","تیره","گیت;اس وی ان","سورس کنترل;ویکی‌های مربوط به پروژه","استک اورفلو;تسکولو;تلگرام برای کنترل پروژه","اسپیس","چای سیاه;قهوه;انرژی زا;انواع ماء الشعیر;نوشیدنی‌های الکلی;آب","تی شرت;جین;اسپورت","","سیاست برایم مهم است;حداقل یک روز در میان دوش می گیرم;مینیمالیست هستم و سعی می‌کنم زندگی را پیچیده نکنم;اهل فیلم و سریال هستم","کلاسیک;سنتی;متال;راک;کانتری","ازدواج کرده ام","2","توسعه دهنده بک اند;سیستم های درونساز;طراح;تحلیلگر","شرکت های ارائه دهنده سرویس های مختلف;استارتاپ","50","پنج تا هفت میلیون","بیمه;بیمه تکمیلی","نیمه وقت خصوصی (شامل استارتاپ‌های جا افتاده)","اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم","ساعتی کار نمی کنم","3","بله"
"2018/02/13 3:28:39 PM GMT+4:30","۲۳ تا ۲۹","مرد","ایلام","تهران","سه تا هفت سال","در حال تحصیل در دوره لیسانس","Network (CCNA, MCSE, MCITP, ...)","بیشتر از چهارده ساعت","سایت‌های آموزش آنلاین خارجی;کتاب / خودآموزهای متنی;یادگیری از طریق انجام پروژه","دو تا هفت ساعت","دو یا سه","Python","","MySQL/MariaDB;MongoDB;Redis","Linux Ubuntu","Linux CentOS;Linux Debian","Android","ویم","تیره","گیت","سورس کنترل;کانتینرها;بیلد سیستم ها;تست های خودکار;ویکی‌های مربوط به پروژه","استک اورفلو;اسلک","اسپیس","آب","تی شرت;جین;تیره;متفاوت از اکثریت","","بیشتر از یک نخ در روز سیگار می کشم;سیاست برایم مهم است;در رابطه نیستم ولی دوست داشتم بودم;به شکل مرتب بازی‌های کامپیوتری می‌کنم;اهل فیلم و سریال هستم","کلاسیک;متال;راک;الکترونیک دنس","بدون رابطه ولی علاقمند به شروع رابطه","3","مدیر سیستم;شبکه;امنیت","شرکت های ارائه دهنده سرویس های مختلف","30","پنج تا هفت میلیون","قهوه،‌ چای و ... رایگان;خوراکی و اسنک‌های رایگان داخل شرکت;بیمه;بیمه تکمیلی","تمام وقت خصوصی (شامل استارتاپ‌های جا افتاده)","تمام وقت‌های کاری را در دفتر هستم","","5","بله"
"2018/02/13 3:28:55 PM GMT+4:30","۳۰ تا ۳۹","مرد","اصفهان","تهران","سه تا هفت سال","لیسانس","","دو تا هفت ساعت","سایت‌های آموزش آنلاین خارجی;سایت‌های آموزش آنلاین داخلی;یادگیری از طریق انجام پروژه","کمتر از دو ساعت","دو یا سه","Java;Python;PHP;Bash","Ruby;Go","MySQL/MariaDB","Windows 10","Linux RedHat;Linux CentOS","Android","اتم;ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت)","گاهی روشن گاهی تیره","گیت","کانتینرها;کلاود","استک اورفلو;تودولیست‌ها","تب","چای سیاه;قهوه;نوشابه;آب","تی شرت;جین;روشن;اسپورت","","بیشتر از یک نخ در روز سیگار می کشم;به شکل مرتب نماز می‌خونم;حداقل یک روز در میان دوش می گیرم;مینیمالیست هستم و سعی می‌کنم زندگی را پیچیده نکنم;اهل فیلم و سریال هستم;طبیعت را دوست دارم;خودم رو گیک می دونم","سنتی;پاپ ایرانی","ازدواج کرده ام","2","توسعه دهنده بک اند;مدیر سیستم","شرکت های تولید نرم افزار;شرکت های ارائه دهنده سرویس های مختلف","800","سه و نیم تا پنج میلیون","باشگاه ورزشی داخل شرکت;ناهار رایگان;قهوه،‌ چای و ... رایگان;آموزش خارج از شرکت;بیمه;بیمه تکمیلی","تمام وقت خصوصی (شامل استارتاپ‌های جا افتاده)","تمام وقت‌های کاری را در دفتر هستم","","4","بله"
"2018/02/13 3:30:04 PM GMT+4:30","۲۳ تا ۲۹","مرد","تهران","تهران","سه تا هفت سال","دیپلم","","بیشتر از چهارده ساعت","سایت‌های آموزش آنلاین خارجی;یادگیری از طریق انجام پروژه","دو تا هفت ساعت","هیچ","Java;Python;Javascript","PHP;Perl;Ruby","MySQL/MariaDB;Postgresql;MongoDB;Redis","Linux Ubuntu","Linux CentOS","Android","محصولات جت برین","تیره","گیت","سورس کنترل;کانتینرها;بیلد سیستم ها","","تب","قهوه;نوشیدنی‌های الکلی","جین;پیرهن مردونه","","بیشتر از یک نخ در روز سیگار می کشم;حیوان خانگی دارم;سیاست برایم مهم است;حداقل یک روز در میان دوش می گیرم;طبیعت را دوست دارم","کلاسیک;متال;راک","با پارتنر دائم","3","توسعه دهنده بک اند;شبکه;امنیت","شرکت های ارائه دهنده سرویس های مختلف;استارتاپ","100","پنج تا هفت میلیون","پاداش بر اساس نتایج;بیمه","تمام وقت خصوصی (شامل استارتاپ‌های جا افتاده)","تمام وقت‌های کاری را در دفتر هستم","بین بیست و پنج تا پنجاه","5","خیر"
"2018/02/13 3:30:45 PM GMT+4:30","۲۳ تا ۲۹","مرد","تهران","تهران","هفت تا پانزده سال","فوق لیسانس","","بیشتر از چهارده ساعت","سایت‌های آموزش آنلاین خارجی;کتاب / خودآموزهای متنی;ویدئوهای مستقل آموزشی;یادگیری از طریق انجام پروژه","هفت تا چهارده ساعت","یک","C#;Python;Javascript;SQL;Bash","C++;Objective C;D;Swift;R","MS-SQL;Postgresql;Redis;Other NoSQLs (couch, raven, ...)","Linux (other)","BSDs;Linux ( Other )","","ویژوال استودیو;اتم;محصولات جت برین","تیره","گیت;مرکوریال","سورس کنترل;تست های خودکار","استک اورفلو;تودولیست‌ها","تب","قهوه;انواع ماء الشعیر","جین;پیرهن مردونه","","سیاست برایم مهم است;در رابطه نیستم ولی دوست داشتم بودم;به شکل مرتب بازی‌های کامپیوتری می‌کنم;اهل فیلم و سریال هستم;طبیعت را دوست دارم","کلاسیک;سنتی;پاپ ایرانی;پاپ خارجی","بدون رابطه ولی علاقمند به شروع رابطه","","توسعه دهنده فول استک وب;توسعه دهنده دسکتاپ;امنیت;طراح;تحلیلگر","شرکت های تولید نرم افزار","6","سه و نیم تا پنج میلیون","قهوه،‌ چای و ... رایگان;برگزاری مراسم و تولدها در داخل شرکت;لپ تاپ;بیمه","تمام وقت خصوصی (شامل استارتاپ‌های جا افتاده)","اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم","","4","بله"
